Ship Mode,Segment,City,State,Sub-Category,Sales,Quantity,Discount,Profit,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West
Standard Class,Consumer,Huntington Beach,California,Art,95.92,8,0.0,25.8984,2.828427,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Chairs,383.8,5,0.2,38.38,2.236068,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Corporate,Richmond,Kentucky,Paper,5.78,1,0.0,2.8322,1.0,0.0,False,False,True,True,False,False,True,False
Standard Class,Corporate,Los Angeles,California,Art,9.32,4,0.0,2.7028,2.0,0.0,False,False,True,True,False,False,False,True
Standard Class,Corporate,Los Angeles,California,Envelopes,15.25,1,0.0,7.015,1.0,0.0,False,False,True,True,False,False,False,True
First Class,Consumer,Louisville,Colorado,Accessories,196.752,6,0.2,56.5662,2.4494898,0.4472136,False,False,False,False,False,False,False,True
Standard Class,Corporate,Lawrence,Massachusetts,Furnishings,56.56,4,0.0,14.7056,2.0,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,Lawrence,Massachusetts,Storage,32.7,3,0.0,8.502,1.7320508,0.0,False,False,True,True,False,True,False,False
Second Class,Consumer,Jackson,Mississippi,Chairs,866.4,4,0.0,225.264,2.0,0.0,False,True,False,False,False,False,True,False
Second Class,Corporate,Canton,Michigan,Furnishings,28.4,2,0.0,11.076,1.4142135,0.0,False,True,False,True,False,False,False,False
Second Class,Corporate,Canton,Michigan,Binders,287.92,8,0.0,138.2016,2.828427,0.0,False,True,False,True,False,False,False,False
First Class,Home Office,New Rochelle,New York,Machines,69.99,1,0.0,30.0957,1.0,0.0,False,False,False,False,True,True,False,False
Standard Class,Corporate,San Antonio,Texas,Art,6.672,6,0.2,0.5004,2.4494898,0.4472136,False,False,True,True,False,False,False,False
Standard Class,Home Office,Gastonia,North Carolina,Binders,189.588,2,0.7,-145.3508,1.4142135,0.83666,False,False,True,False,True,False,True,False
Standard Class,Home Office,Gastonia,North Carolina,Accessories,408.744,7,0.2,76.6395,2.6457512,0.4472136,False,False,True,False,True,False,True,False
Standard Class,Home Office,Gastonia,North Carolina,Accessories,291.96,5,0.2,54.7425,2.236068,0.4472136,False,False,True,False,True,False,True,False
Standard Class,Home Office,Gastonia,North Carolina,Storage,4.768,2,0.2,-0.7748,1.4142135,0.4472136,False,False,True,False,True,False,True,False
First Class,Consumer,Lowell,Massachusetts,Storage,714.3,5,0.0,207.147,2.236068,0.0,False,False,False,False,False,True,False,False
Standard Class,Consumer,Jacksonville,Florida,Binders,4.812,2,0.7,-3.6892,1.4142135,0.83666,False,False,True,False,False,False,True,False
Standard Class,Consumer,Jacksonville,Florida,Accessories,247.8,5,0.2,-18.585,2.236068,0.4472136,False,False,True,False,False,False,True,False
Second Class,Home Office,Chicago,Illinois,Machines,1007.979,3,0.3,43.1991,1.7320508,0.5477226,False,True,False,False,True,False,False,False
Second Class,Home Office,Chicago,Illinois,Paper,313.488,7,0.2,113.6394,2.6457512,0.4472136,False,True,False,False,True,False,False,False
Standard Class,Corporate,Houston,Texas,Paper,31.872,8,0.2,11.5536,2.828427,0.4472136,False,False,True,True,False,False,False,False
Second Class,Corporate,New York City,New York,Chairs,207.846,3,0.1,2.3094,1.7320508,0.31622776,False,True,False,True,False,True,False,False
Second Class,Consumer,Detroit,Michigan,Furnishings,12.22,1,0.0,3.666,1.0,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Detroit,Michigan,Storage,194.94,3,0.0,23.3928,1.7320508,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Detroit,Michigan,Storage,70.95,3,0.0,20.5755,1.7320508,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Detroit,Michigan,Paper,91.36,4,0.0,42.0256,2.0,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Detroit,Michigan,Chairs,242.94,3,0.0,29.1528,1.7320508,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Detroit,Michigan,Labels,22.05,7,0.0,10.584,2.6457512,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Columbus,Indiana,Furnishings,2.91,1,0.0,1.3677,1.0,0.0,False,True,False,False,False,False,False,False
Second Class,Consumer,Auburn,New York,Art,59.52,3,0.0,15.4752,1.7320508,0.0,False,True,False,False,False,True,False,False
Second Class,Consumer,Auburn,New York,Storage,161.94,3,0.0,9.7164,1.7320508,0.0,False,True,False,False,False,True,False,False
Second Class,Consumer,Auburn,New York,Art,263.88,6,0.0,71.2476,2.4494898,0.0,False,True,False,False,False,True,False,False
Second Class,Consumer,Auburn,New York,Art,30.48,3,0.0,7.9248,1.7320508,0.0,False,True,False,False,False,True,False,False
Second Class,Consumer,Auburn,New York,Art,9.84,3,0.0,2.8536,1.7320508,0.0,False,True,False,False,False,True,False,False
Second Class,Consumer,Auburn,New York,Phones,35.12,4,0.0,9.1312,2.0,0.0,False,True,False,False,False,True,False,False
Standard Class,Corporate,Akron,Ohio,Tables,284.364,2,0.4,-75.8304,1.4142135,0.6324555,False,False,True,True,False,True,False,False
Standard Class,Corporate,Akron,Ohio,Storage,665.408,2,0.2,66.5408,1.4142135,0.4472136,False,False,True,True,False,True,False,False
Standard Class,Corporate,Norman,Oklahoma,Accessories,63.88,4,0.0,24.9132,2.0,0.0,False,False,True,True,False,False,False,False
Standard Class,Consumer,Concord,California,Chairs,129.568,2,0.2,-24.294,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Decatur,Illinois,Chairs,747.558,3,0.3,-96.1146,1.7320508,0.5477226,False,False,True,False,False,False,False,False
Standard Class,Consumer,Decatur,Illinois,Envelopes,8.928,2,0.2,3.348,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Seattle,Washington,Appliances,103.92,4,0.0,36.372,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Seattle,Washington,Accessories,899.91,9,0.0,377.9622,3.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Seattle,Washington,Binders,51.312,3,0.2,18.6006,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Home Office,Phoenix,Arizona,Furnishings,23.56,5,0.2,7.068,2.236068,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Phoenix,Arizona,Tables,1272.63,6,0.5,-814.4832,2.4494898,0.70710677,False,False,True,False,True,False,False,True
Standard Class,Home Office,Phoenix,Arizona,Binders,28.485,5,0.7,-20.889,2.236068,0.83666,False,False,True,False,True,False,False,True
Standard Class,Home Office,Phoenix,Arizona,Supplies,185.376,2,0.2,-34.758,1.4142135,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Phoenix,Arizona,Appliances,78.272,2,0.2,5.8704,1.4142135,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Park Ridge,Illinois,Furnishings,254.744,7,0.6,-312.0614,2.6457512,0.7745967,False,False,True,False,True,False,False,False
Standard Class,Corporate,Amarillo,Texas,Bookcases,205.3328,2,0.32,-36.2352,1.4142135,0.56568545,False,False,True,True,False,False,False,False
Second Class,Consumer,Chicago,Illinois,Binders,4.788,3,0.8,-7.9002,1.7320508,0.8944272,False,True,False,False,False,False,False,False
Standard Class,Corporate,Lindenhurst,New York,Paper,55.48,1,0.0,26.6304,1.0,0.0,False,False,True,True,False,True,False,False
Second Class,Consumer,San Francisco,California,Storage,340.92,3,0.0,3.4092,1.7320508,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Bookcases,222.666,2,0.15,10.4784,1.4142135,0.38729835,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Phones,703.968,4,0.2,87.996,2.0,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Storage,92.52,6,0.0,24.9804,2.4494898,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Paper,62.65,7,0.0,28.819,2.6457512,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Paper,94.85,5,0.0,45.528,2.236068,0.0,False,True,False,False,False,False,False,True
Standard Class,Corporate,Los Angeles,California,Phones,95.76,6,0.2,7.182,2.4494898,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Consumer,Troy,New York,Furnishings,40.2,3,0.0,19.296,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Corporate,New York City,New York,Art,14.7,5,0.0,6.615,2.236068,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,New York City,New York,Storage,704.25,5,0.0,84.51,2.236068,0.0,False,False,True,True,False,True,False,False
Standard Class,Consumer,San Diego,California,Accessories,9.09,3,0.0,1.9089,1.7320508,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,New York City,New York,Art,5.96,2,0.0,1.6688,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Accessories,159.98,2,0.0,57.5928,1.4142135,0.0,False,False,True,False,False,True,False,False
First Class,Home Office,Los Angeles,California,Labels,29.6,2,0.0,14.8,1.4142135,0.0,False,False,False,False,True,False,False,True
First Class,Home Office,Los Angeles,California,Bookcases,514.165,5,0.15,-30.245,2.236068,0.38729835,False,False,False,False,True,False,False,True
First Class,Home Office,Los Angeles,California,Phones,279.96,5,0.2,17.4975,2.236068,0.4472136,False,False,False,False,True,False,False,True
First Class,Consumer,Chicago,Illinois,Phones,2735.952,6,0.2,341.994,2.4494898,0.4472136,False,False,False,False,False,False,False,False
Second Class,Home Office,Huntsville,Texas,Phones,7.992,1,0.2,0.5994,1.0,0.4472136,False,True,False,False,True,False,False,False
Second Class,Home Office,Huntsville,Texas,Accessories,63.984,2,0.2,10.3974,1.4142135,0.4472136,False,True,False,False,True,False,False,False
Second Class,Home Office,Huntsville,Texas,Art,70.368,2,0.2,6.1572,1.4142135,0.4472136,False,True,False,False,True,False,False,False
Standard Class,Consumer,Rochester,New York,Storage,449.15,5,0.0,8.983,2.236068,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,Rochester,New York,Envelopes,11.07,3,0.0,5.0922,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,Seattle,Washington,Accessories,93.98,2,0.0,13.1572,1.4142135,0.0,False,False,True,False,False,False,False,True
Second Class,Consumer,Memphis,Tennessee,Tables,189.882,3,0.4,-94.941,1.7320508,0.6324555,False,True,False,False,False,False,True,False
Standard Class,Consumer,Fayetteville,Arkansas,Envelopes,105.42,2,0.0,51.6558,1.4142135,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Costa Mesa,California,Binders,119.616,8,0.2,40.3704,2.828427,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Costa Mesa,California,Furnishings,255.76,4,0.0,81.8432,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Costa Mesa,California,Chairs,241.568,2,0.2,18.1176,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Costa Mesa,California,Furnishings,69.3,9,0.0,22.869,3.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Corporate,Parker,Colorado,Binders,22.62,2,0.7,-15.08,1.4142135,0.83666,False,False,True,True,False,False,False,True
Standard Class,Corporate,Parker,Colorado,Binders,14.952,2,0.7,-11.9616,1.4142135,0.83666,False,False,True,True,False,False,False,True
Standard Class,Corporate,Parker,Colorado,Chairs,801.568,2,0.2,50.098,1.4142135,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Corporate,Parker,Colorado,Binders,2.376,3,0.7,-1.9008,1.7320508,0.83666,False,False,True,True,False,False,False,True
Standard Class,Corporate,Parker,Colorado,Paper,32.792,1,0.2,11.8871,1.0,0.4472136,False,False,True,True,False,False,False,True
Second Class,Corporate,New York City,New York,Binders,15.92,5,0.2,5.373,2.236068,0.4472136,False,True,False,True,False,True,False,False
Standard Class,Consumer,Atlanta,Georgia,Art,2.74,1,0.0,0.7398,1.0,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Atlanta,Georgia,Art,8.34,3,0.0,2.1684,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Atlanta,Georgia,Storage,46.74,3,0.0,11.685,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Atlanta,Georgia,Binders,6354.95,5,0.0,3177.475,2.236068,0.0,False,False,True,False,False,False,True,False
First Class,Consumer,Gladstone,Missouri,Furnishings,126.3,3,0.0,40.416,1.7320508,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Gladstone,Missouri,Accessories,38.04,2,0.0,12.1728,1.4142135,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Newark,Ohio,Art,7.152,3,0.2,0.7152,1.7320508,0.4472136,False,False,False,False,False,True,False,False
Standard Class,Consumer,Los Angeles,California,Art,6.63,3,0.0,1.7901,1.7320508,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Art,5.88,2,0.0,1.7052,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Home Office,Great Falls,Montana,Copiers,2999.95,5,0.0,1379.977,2.236068,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Great Falls,Montana,Storage,51.45,3,0.0,13.8915,1.7320508,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Great Falls,Montana,Paper,11.96,2,0.0,5.382,1.4142135,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Great Falls,Montana,Storage,1126.02,3,0.0,56.301,1.7320508,0.0,False,False,True,False,True,False,False,True
Standard Class,Consumer,Houston,Texas,Accessories,18.392,1,0.2,5.2877,1.0,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Houston,Texas,Storage,129.568,2,0.2,-25.9136,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Houston,Texas,Binders,14.112,9,0.8,-21.168,3.0,0.8944272,False,False,True,False,False,False,False,False
First Class,Corporate,Detroit,Michigan,Tables,210.98,2,0.0,21.098,1.4142135,0.0,False,False,False,True,False,False,False,False
First Class,Consumer,Los Angeles,California,Phones,55.176,3,0.2,-12.4146,1.7320508,0.4472136,False,False,False,False,False,False,False,True
First Class,Consumer,Los Angeles,California,Accessories,66.26,2,0.0,27.1666,1.4142135,0.0,False,False,False,False,False,False,False,True
Standard Class,Consumer,Lawrence,Massachusetts,Fasteners,22.2,5,0.0,10.434,2.236068,0.0,False,False,True,False,False,True,False,False
Standard Class,Home Office,Lakeland,Florida,Chairs,683.952,3,0.2,42.747,1.7320508,0.4472136,False,False,True,False,True,False,True,False
Standard Class,Home Office,Lakeland,Florida,Furnishings,45.696,3,0.2,5.1408,1.7320508,0.4472136,False,False,True,False,True,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Storage,36.336,3,0.2,-7.2672,1.7320508,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Supplies,666.248,1,0.2,-149.9058,1.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Envelopes,52.512,6,0.2,19.692,2.4494898,0.4472136,False,False,True,False,False,True,False,False
Second Class,Corporate,Los Angeles,California,Chairs,190.72,1,0.2,11.92,1.0,0.4472136,False,True,False,True,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Furnishings,47.94,3,0.0,2.397,1.7320508,0.0,False,False,True,False,False,False,False,True
Second Class,Consumer,Montgomery,Alabama,Phones,979.95,5,0.0,274.386,2.236068,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Montgomery,Alabama,Binders,22.75,5,0.0,11.375,2.236068,0.0,False,True,False,False,False,False,True,False
Standard Class,Consumer,Mesa,Arizona,Storage,16.768,2,0.2,1.4672,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Second Class,Consumer,Chicago,Illinois,Binders,42.616,7,0.8,-68.1856,2.6457512,0.8944272,False,True,False,False,False,False,False,False
Standard Class,Home Office,New York City,New York,Binders,10.752,4,0.2,3.36,2.0,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Consumer,Henderson,Kentucky,Appliances,152.94,3,0.0,41.2938,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Henderson,Kentucky,Chairs,283.92,4,0.0,70.98,2.0,0.0,False,False,True,False,False,False,True,False
First Class,Consumer,Green Bay,Wisconsin,Accessories,468.9,6,0.0,206.316,2.4494898,0.0,False,False,False,False,False,False,False,False
First Class,Corporate,Tucson,Arizona,Phones,380.864,8,0.2,38.0864,2.828427,0.4472136,False,False,False,True,False,False,False,True
Standard Class,Consumer,Springfield,Ohio,Storage,646.776,9,0.2,-145.5246,3.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Fort Worth,Texas,Accessories,58.112,2,0.2,7.264,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Fort Worth,Texas,Phones,100.792,1,0.2,6.2995,1.0,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Fort Worth,Texas,Furnishings,66.112,4,0.6,-84.2928,2.0,0.7745967,False,False,True,False,False,False,False,False
First Class,Home Office,New York City,New York,Binders,41.28,6,0.2,13.932,2.4494898,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Paper,13.36,2,0.0,6.4128,1.4142135,0.0,False,False,False,False,True,True,False,False
Second Class,Corporate,Chicago,Illinois,Storage,250.272,9,0.2,15.642,3.0,0.4472136,False,True,False,True,False,False,False,False
Second Class,Corporate,Chicago,Illinois,Binders,11.364,3,0.8,-17.046,1.7320508,0.8944272,False,True,False,True,False,False,False,False
Second Class,Corporate,Chicago,Illinois,Supplies,8.72,5,0.2,-1.744,2.236068,0.4472136,False,True,False,True,False,False,False,False
Second Class,Consumer,San Francisco,California,Chairs,1121.568,2,0.2,0.0,1.4142135,0.4472136,False,True,False,False,False,False,False,True
First Class,Consumer,Jacksonville,Florida,Furnishings,34.504,1,0.2,6.0382,1.0,0.4472136,False,False,False,False,False,False,True,False
Standard Class,Consumer,Houston,Texas,Fasteners,10.824,3,0.2,2.5707,1.7320508,0.4472136,False,False,True,False,False,False,False,False
Second Class,Corporate,Anaheim,California,Storage,1295.78,2,0.0,310.9872,1.4142135,0.0,False,True,False,True,False,False,False,True
Second Class,Consumer,Wilmington,North Carolina,Art,19.456,4,0.2,3.4048,2.0,0.4472136,False,True,False,False,False,False,True,False
Standard Class,Consumer,Los Angeles,California,Labels,20.7,2,0.0,9.936,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Tables,1335.68,4,0.2,-217.048,2.0,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Paper,32.4,5,0.0,15.552,2.236068,0.0,False,False,True,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Furnishings,42.6,3,0.0,16.614,1.7320508,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,San Francisco,California,Binders,84.056,7,0.2,27.3182,2.6457512,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Tampa,Florida,Appliances,13.0,5,0.2,1.3,2.236068,0.4472136,False,True,False,False,False,False,True,False
Second Class,Consumer,Tampa,Florida,Furnishings,13.128,3,0.2,3.7743,1.7320508,0.4472136,False,True,False,False,False,False,True,False
First Class,Consumer,Seattle,Washington,Fasteners,3.96,2,0.0,0.0,1.4142135,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,Seattle,Washington,Labels,2.61,1,0.0,1.2006,1.0,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,Los Angeles,California,Phones,374.376,3,0.2,46.797,1.7320508,0.4472136,False,False,False,False,False,False,False,True
Standard Class,Corporate,Seattle,Washington,Paper,91.84,8,0.0,45.0016,2.828427,0.0,False,False,True,True,False,False,False,True
Standard Class,Corporate,Seattle,Washington,Binders,81.088,7,0.2,27.3672,2.6457512,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Corporate,Seattle,Washington,Paper,19.44,3,0.0,9.3312,1.7320508,0.0,False,False,True,True,False,False,False,True
Standard Class,Corporate,Seattle,Washington,Chairs,451.152,3,0.2,0.0,1.7320508,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Consumer,New York City,New York,Labels,72.45,7,0.0,34.776,2.6457512,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Fasteners,13.96,4,0.0,6.4216,2.0,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Binders,33.264,7,0.2,11.2266,2.6457512,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Phones,14.85,3,0.0,4.0095,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,Marysville,Washington,Art,8.82,3,0.0,2.3814,1.7320508,0.0,False,False,True,False,False,False,False,True
Second Class,Consumer,Long Beach,California,Paper,160.72,14,0.0,78.7528,3.7416575,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,Long Beach,California,Paper,19.92,4,0.0,9.7608,2.0,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,Long Beach,California,Supplies,7.3,2,0.0,2.19,1.4142135,0.0,False,True,False,False,False,False,False,True
Standard Class,Consumer,Chicago,Illinois,Storage,69.712,2,0.2,8.714,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Chicago,Illinois,Furnishings,8.792,1,0.6,-5.7148,1.0,0.7745967,False,False,True,False,False,False,False,False
Standard Class,Consumer,Los Angeles,California,Supplies,51.52,4,0.0,1.5456,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Phones,470.376,3,0.2,52.9173,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Phones,105.584,2,0.2,9.2386,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Appliances,31.152,3,0.2,3.5046,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Binders,6.783,7,0.7,-4.7481,2.6457512,0.83666,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Phones,406.368,4,0.2,30.4776,2.0,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Richmond,Kentucky,Chairs,70.98,1,0.0,4.9686,1.0,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Richmond,Kentucky,Labels,294.93,3,0.0,144.5157,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Salem,Oregon,Phones,84.784,2,0.2,-20.1362,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Salem,Oregon,Paper,20.736,4,0.2,7.2576,2.0,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Salem,Oregon,Binders,16.821,3,0.7,-12.8961,1.7320508,0.83666,False,False,True,False,False,False,False,True
Standard Class,Consumer,Salem,Oregon,Paper,10.368,2,0.2,3.6288,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Laredo,Texas,Art,9.344,2,0.2,1.168,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Laredo,Texas,Accessories,31.2,3,0.2,9.75,1.7320508,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,San Diego,California,Appliances,76.12,2,0.0,22.0748,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Diego,California,Copiers,1199.976,3,0.2,434.9913,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Diego,California,Phones,445.96,5,0.2,55.745,2.236068,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Diego,California,Furnishings,327.76,8,0.0,91.7728,2.828427,0.0,False,False,True,False,False,False,False,True
First Class,Consumer,Philadelphia,Pennsylvania,Supplies,11.632,2,0.2,1.0178,1.4142135,0.4472136,False,False,False,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Phones,143.982,3,0.4,-28.7964,1.7320508,0.6324555,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Phones,494.376,4,0.4,-115.3544,2.0,0.6324555,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Supplies,5.84,2,0.2,0.73,1.4142135,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Tampa,Florida,Storage,142.776,1,0.2,17.847,1.0,0.4472136,False,False,True,False,False,False,True,False
Standard Class,Consumer,Tampa,Florida,Furnishings,45.696,3,0.2,5.1408,1.7320508,0.4472136,False,False,True,False,False,False,True,False
Standard Class,Consumer,Tampa,Florida,Binders,7.218,3,0.7,-5.5338,1.7320508,0.83666,False,False,True,False,False,False,True,False
Standard Class,Consumer,Tampa,Florida,Binders,43.188,4,0.7,-31.6712,2.0,0.83666,False,False,True,False,False,False,True,False
Standard Class,Consumer,Tampa,Florida,Paper,131.904,3,0.2,47.8152,1.7320508,0.4472136,False,False,True,False,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Binders,3.282,2,0.7,-2.6256,1.4142135,0.83666,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Art,21.168,9,0.2,2.3814,3.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Phones,55.188,2,0.4,-10.1178,1.4142135,0.6324555,False,False,True,False,False,True,False,False
First Class,Corporate,Dallas,Texas,Phones,369.576,3,0.2,41.5773,1.7320508,0.4472136,False,False,False,True,False,False,False,False
First Class,Corporate,Dallas,Texas,Labels,15.712,4,0.2,5.6956,2.0,0.4472136,False,False,False,True,False,False,False,False
Second Class,Corporate,Philadelphia,Pennsylvania,Paper,8.448,2,0.2,2.64,1.4142135,0.4472136,False,True,False,True,False,True,False,False
Second Class,Corporate,Philadelphia,Pennsylvania,Phones,728.946,9,0.4,-157.9383,3.0,0.6324555,False,True,False,True,False,True,False,False
Second Class,Consumer,Grove City,Ohio,Phones,119.94,10,0.4,15.992,3.1622777,0.6324555,False,True,False,False,False,True,False,False
Second Class,Consumer,Grove City,Ohio,Binders,3.648,2,0.7,-2.7968,1.4142135,0.83666,False,True,False,False,False,True,False,False
Second Class,Corporate,New York City,New York,Furnishings,40.48,2,0.0,15.7872,1.4142135,0.0,False,True,False,True,False,True,False,False
Second Class,Corporate,New York City,New York,Furnishings,9.94,2,0.0,3.0814,1.4142135,0.0,False,True,False,True,False,True,False,False
Second Class,Corporate,New York City,New York,Binders,107.424,9,0.2,33.57,3.0,0.4472136,False,True,False,True,False,True,False,False
Second Class,Corporate,New York City,New York,Phones,37.91,1,0.0,10.9939,1.0,0.0,False,True,False,True,False,True,False,False
Second Class,Corporate,New York City,New York,Furnishings,88.02,3,0.0,27.2862,1.7320508,0.0,False,True,False,True,False,True,False,False
Standard Class,Consumer,Chicago,Illinois,Binders,8.69,5,0.8,-14.773,2.236068,0.8944272,False,False,True,False,False,False,False,False
Standard Class,Corporate,Dearborn,Michigan,Chairs,301.96,2,0.0,87.5684,1.4142135,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Dearborn,Michigan,Appliances,555.21,5,0.1,178.901,2.236068,0.31622776,False,False,True,True,False,False,False,False
Standard Class,Corporate,Dearborn,Michigan,Storage,523.48,4,0.0,130.87,2.0,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Dearborn,Michigan,Art,161.82,9,0.0,46.9278,3.0,0.0,False,False,True,True,False,False,False,False
