Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
Second Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,1,0.0,1.3677,False,False,False,False,False,False,False
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,3,0.0,15.4752,False,False,True,False,False,True,False
Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,3,0.0,9.7164,False,False,True,False,False,True,False
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,6,0.0,71.2476,False,False,True,False,False,True,False
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,30.48,3,0.0,7.9248,False,False,True,False,False,True,False
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.84,3,0.0,2.8536,False,False,True,False,False,True,False
Second Class,Consumer,Auburn,New York,East,Technology,Phones,35.12,4,0.0,9.1312,False,False,True,False,False,False,True
Standard Class,Corporate,Akron,Ohio,East,Furniture,Tables,284.364,2,0.4,-75.8304,True,False,True,False,False,False,False
Standard Class,Corporate,Akron,Ohio,East,Office Supplies,Storage,665.408,2,0.2,66.5408,True,False,True,False,False,True,False
Standard Class,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,4,0.0,24.9132,True,False,False,False,False,False,True
Standard Class,Consumer,Concord,California,West,Furniture,Chairs,129.568,2,0.2,-24.294,False,False,False,False,True,False,False
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,747.558,3,0.3,-96.1146,False,False,False,False,False,False,False
Standard Class,Consumer,Decatur,Illinois,Central,Office Supplies,Envelopes,8.928,2,0.2,3.348,False,False,False,False,False,True,False
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,103.92,4,0.0,36.372,False,False,False,False,True,True,False
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,899.91,9,0.0,377.9622,False,False,False,False,True,False,True
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,51.312,3,0.2,18.6006,False,False,False,False,True,True,False
Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Furnishings,23.56,5,0.2,7.068,False,True,False,False,True,False,False
Standard Class,Home Office,Phoenix,Arizona,West,Furniture,Tables,1272.63,6,0.5,-814.4832,False,True,False,False,True,False,False
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,28.485,5,0.7,-20.889,False,True,False,False,True,True,False
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Supplies,185.376,2,0.2,-34.758,False,True,False,False,True,True,False
Standard Class,Home Office,Phoenix,Arizona,West,Office Supplies,Appliances,78.272,2,0.2,5.8704,False,True,False,False,True,True,False
Standard Class,Home Office,Park Ridge,Illinois,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614,False,True,False,False,False,False,False
Standard Class,Corporate,Amarillo,Texas,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352,True,False,False,False,False,False,False
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002,False,False,False,False,False,True,False
Standard Class,Corporate,Lindenhurst,New York,East,Office Supplies,Paper,55.48,1,0.0,26.6304,True,False,True,False,False,True,False
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,340.92,3,0.0,3.4092,False,False,False,False,True,True,False
Second Class,Consumer,San Francisco,California,West,Furniture,Bookcases,222.666,2,0.15,10.4784,False,False,False,False,True,False,False
Second Class,Consumer,San Francisco,California,West,Technology,Phones,703.968,4,0.2,87.996,False,False,False,False,True,False,True
Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,92.52,6,0.0,24.9804,False,False,False,False,True,True,False
Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,62.65,7,0.0,28.819,False,False,False,False,True,True,False
Second Class,Consumer,San Francisco,California,West,Office Supplies,Paper,94.85,5,0.0,45.528,False,False,False,False,True,True,False
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,95.76,6,0.2,7.182,True,False,False,False,True,False,True
Standard Class,Consumer,Troy,New York,East,Furniture,Furnishings,40.2,3,0.0,19.296,False,False,True,False,False,False,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,14.7,5,0.0,6.615,True,False,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,704.25,5,0.0,84.51,True,False,True,False,False,True,False
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,9.09,3,0.0,1.9089,False,False,False,False,True,False,True
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.96,2,0.0,1.6688,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,159.98,2,0.0,57.5928,False,False,True,False,False,False,True
First Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,29.6,2,0.0,14.8,False,True,False,False,True,True,False
First Class,Home Office,Los Angeles,California,West,Furniture,Bookcases,514.165,5,0.15,-30.245,False,True,False,False,True,False,False
First Class,Home Office,Los Angeles,California,West,Technology,Phones,279.96,5,0.2,17.4975,False,True,False,False,True,False,True
First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,2735.952,6,0.2,341.994,False,False,False,False,False,False,True
Second Class,Home Office,Huntsville,Texas,Central,Technology,Phones,7.992,1,0.2,0.5994,False,True,False,False,False,False,True
Second Class,Home Office,Huntsville,Texas,Central,Technology,Accessories,63.984,2,0.2,10.3974,False,True,False,False,False,False,True
Second Class,Home Office,Huntsville,Texas,Central,Office Supplies,Art,70.368,2,0.2,6.1572,False,True,False,False,False,True,False
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Storage,449.15,5,0.0,8.983,False,False,True,False,False,True,False
Standard Class,Consumer,Rochester,New York,East,Office Supplies,Envelopes,11.07,3,0.0,5.0922,False,False,True,False,False,True,False
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,93.98,2,0.0,13.1572,False,False,False,False,True,False,True
Second Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,189.882,3,0.4,-94.941,False,False,False,True,False,False,False
Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Envelopes,105.42,2,0.0,51.6558,False,False,False,True,False,True,False
Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Binders,119.616,8,0.2,40.3704,False,False,False,False,True,True,False
Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,255.76,4,0.0,81.8432,False,False,False,False,True,False,False
Standard Class,Consumer,Costa Mesa,California,West,Furniture,Chairs,241.568,2,0.2,18.1176,False,False,False,False,True,False,False
Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,69.3,9,0.0,22.869,False,False,False,False,True,False,False
Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,22.62,2,0.7,-15.08,True,False,False,False,True,True,False
Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,14.952,2,0.7,-11.9616,True,False,False,False,True,True,False
Standard Class,Corporate,Parker,Colorado,West,Furniture,Chairs,801.568,2,0.2,50.098,True,False,False,False,True,False,False
Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Binders,2.376,3,0.7,-1.9008,True,False,False,False,True,True,False
Standard Class,Corporate,Parker,Colorado,West,Office Supplies,Paper,32.792,1,0.2,11.8871,True,False,False,False,True,True,False
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,15.92,5,0.2,5.373,True,False,True,False,False,True,False
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,2.74,1,0.0,0.7398,False,False,False,True,False,True,False
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Art,8.34,3,0.0,2.1684,False,False,False,True,False,True,False
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Storage,46.74,3,0.0,11.685,False,False,False,True,False,True,False
Standard Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,6354.95,5,0.0,3177.475,False,False,False,True,False,True,False
First Class,Consumer,Gladstone,Missouri,Central,Furniture,Furnishings,126.3,3,0.0,40.416,False,False,False,False,False,False,False
First Class,Consumer,Gladstone,Missouri,Central,Technology,Accessories,38.04,2,0.0,12.1728,False,False,False,False,False,False,True
First Class,Consumer,Newark,Ohio,East,Office Supplies,Art,7.152,3,0.2,0.7152,False,False,True,False,False,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,6.63,3,0.0,1.7901,False,False,False,False,True,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,5.88,2,0.0,1.7052,False,False,False,False,True,True,False
Standard Class,Home Office,Great Falls,Montana,West,Technology,Copiers,2999.95,5,0.0,1379.977,False,True,False,False,True,False,True
Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Storage,51.45,3,0.0,13.8915,False,True,False,False,True,True,False
Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Paper,11.96,2,0.0,5.382,False,True,False,False,True,True,False
Standard Class,Home Office,Great Falls,Montana,West,Office Supplies,Storage,1126.02,3,0.0,56.301,False,True,False,False,True,True,False
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,18.392,1,0.2,5.2877,False,False,False,False,False,False,True
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,129.568,2,0.2,-25.9136,False,False,False,False,False,True,False
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,14.112,9,0.8,-21.168,False,False,False,False,False,True,False
First Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,210.98,2,0.0,21.098,True,False,False,False,False,False,False
First Class,Consumer,Los Angeles,California,West,Technology,Phones,55.176,3,0.2,-12.4146,False,False,False,False,True,False,True
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,66.26,2,0.0,27.1666,False,False,False,False,True,False,True
Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Fasteners,22.2,5,0.0,10.434,False,False,True,False,False,True,False
Standard Class,Home Office,Lakeland,Florida,South,Furniture,Chairs,683.952,3,0.2,42.747,False,True,False,True,False,False,False
Standard Class,Home Office,Lakeland,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408,False,True,False,True,False,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.336,3,0.2,-7.2672,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,666.248,1,0.2,-149.9058,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,0.2,19.692,False,False,True,False,False,True,False
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,190.72,1,0.2,11.92,True,False,False,False,True,False,False
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,47.94,3,0.0,2.397,False,False,False,False,True,False,False
Second Class,Consumer,Montgomery,Alabama,South,Technology,Phones,979.95,5,0.0,274.386,False,False,False,True,False,False,True
Second Class,Consumer,Montgomery,Alabama,South,Office Supplies,Binders,22.75,5,0.0,11.375,False,False,False,True,False,True,False
Standard Class,Consumer,Mesa,Arizona,West,Office Supplies,Storage,16.768,2,0.2,1.4672,False,False,False,False,True,True,False
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856,False,False,False,False,False,True,False
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,10.752,4,0.2,3.36,False,True,True,False,False,True,False
Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Appliances,152.94,3,0.0,41.2938,False,False,False,True,False,True,False
Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Chairs,283.92,4,0.0,70.98,False,False,False,True,False,False,False
First Class,Consumer,Green Bay,Wisconsin,Central,Technology,Accessories,468.9,6,0.0,206.316,False,False,False,False,False,False,True
First Class,Corporate,Tucson,Arizona,West,Technology,Phones,380.864,8,0.2,38.0864,True,False,False,False,True,False,True
Standard Class,Consumer,Springfield,Ohio,East,Office Supplies,Storage,646.776,9,0.2,-145.5246,False,False,True,False,False,True,False
Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Accessories,58.112,2,0.2,7.264,False,False,False,False,False,False,True
Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Phones,100.792,1,0.2,6.2995,False,False,False,False,False,False,True
Standard Class,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,False,False,False,False,False,False,False
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,41.28,6,0.2,13.932,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,13.36,2,0.0,6.4128,False,True,True,False,False,True,False
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,250.272,9,0.2,15.642,True,False,False,False,False,True,False
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,11.364,3,0.8,-17.046,True,False,False,False,False,True,False
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,8.72,5,0.2,-1.744,True,False,False,False,False,True,False
Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,1121.568,2,0.2,0.0,False,False,False,False,True,False,False
First Class,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,34.504,1,0.2,6.0382,False,False,False,True,False,False,False
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Fasteners,10.824,3,0.2,2.5707,False,False,False,False,False,True,False
Second Class,Corporate,Anaheim,California,West,Office Supplies,Storage,1295.78,2,0.0,310.9872,True,False,False,False,True,True,False
Second Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Art,19.456,4,0.2,3.4048,False,False,False,True,False,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,20.7,2,0.0,9.936,False,False,False,False,True,True,False
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1335.68,4,0.2,-217.048,False,False,False,False,True,False,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,32.4,5,0.0,15.552,False,False,False,False,True,True,False
Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,42.6,3,0.0,16.614,False,False,False,False,True,False,False
Second Class,Consumer,San Francisco,California,West,Office Supplies,Binders,84.056,7,0.2,27.3182,False,False,False,False,True,True,False
Second Class,Consumer,Tampa,Florida,South,Office Supplies,Appliances,13.0,5,0.2,1.3,False,False,False,True,False,True,False
Second Class,Consumer,Tampa,Florida,South,Furniture,Furnishings,13.128,3,0.2,3.7743,False,False,False,True,False,False,False
First Class,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,3.96,2,0.0,0.0,False,False,False,False,True,True,False
First Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,2.61,1,0.0,1.2006,False,False,False,False,True,True,False
First Class,Consumer,Los Angeles,California,West,Technology,Phones,374.376,3,0.2,46.797,False,False,False,False,True,False,True
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,91.84,8,0.0,45.0016,True,False,False,False,True,True,False
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,81.088,7,0.2,27.3672,True,False,False,False,True,True,False
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,19.44,3,0.0,9.3312,True,False,False,False,True,True,False
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,451.152,3,0.2,0.0,True,False,False,False,True,False,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,72.45,7,0.0,34.776,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,13.96,4,0.0,6.4216,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,33.264,7,0.2,11.2266,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Technology,Phones,14.85,3,0.0,4.0095,False,False,True,False,False,False,True
Standard Class,Consumer,Marysville,Washington,West,Office Supplies,Art,8.82,3,0.0,2.3814,False,False,False,False,True,True,False
Second Class,Consumer,Long Beach,California,West,Office Supplies,Paper,160.72,14,0.0,78.7528,False,False,False,False,True,True,False
Second Class,Consumer,Long Beach,California,West,Office Supplies,Paper,19.92,4,0.0,9.7608,False,False,False,False,True,True,False
Second Class,Consumer,Long Beach,California,West,Office Supplies,Supplies,7.3,2,0.0,2.19,False,False,False,False,True,True,False
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,69.712,2,0.2,8.714,False,False,False,False,False,True,False
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,8.792,1,0.6,-5.7148,False,False,False,False,False,False,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Supplies,51.52,4,0.0,1.5456,False,False,False,False,True,True,False
Standard Class,Consumer,Denver,Colorado,West,Technology,Phones,470.376,3,0.2,52.9173,False,False,False,False,True,False,True
Standard Class,Consumer,Denver,Colorado,West,Technology,Phones,105.584,2,0.2,9.2386,False,False,False,False,True,False,True
Standard Class,Consumer,Denver,Colorado,West,Office Supplies,Appliances,31.152,3,0.2,3.5046,False,False,False,False,True,True,False
Standard Class,Consumer,Denver,Colorado,West,Office Supplies,Binders,6.783,7,0.7,-4.7481,False,False,False,False,True,True,False
Standard Class,Consumer,Denver,Colorado,West,Technology,Phones,406.368,4,0.2,30.4776,False,False,False,False,True,False,True
Standard Class,Consumer,Richmond,Kentucky,South,Furniture,Chairs,70.98,1,0.0,4.9686,False,False,False,True,False,False,False
Standard Class,Consumer,Richmond,Kentucky,South,Office Supplies,Labels,294.93,3,0.0,144.5157,False,False,False,True,False,True,False
Standard Class,Consumer,Salem,Oregon,West,Technology,Phones,84.784,2,0.2,-20.1362,False,False,False,False,True,False,True
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Paper,20.736,4,0.2,7.2576,False,False,False,False,True,True,False
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Binders,16.821,3,0.7,-12.8961,False,False,False,False,True,True,False
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Paper,10.368,2,0.2,3.6288,False,False,False,False,True,True,False
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,9.344,2,0.2,1.168,False,False,False,False,False,True,False
Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,31.2,3,0.2,9.75,False,False,False,False,False,False,True
Standard Class,Consumer,San Diego,California,West,Office Supplies,Appliances,76.12,2,0.0,22.0748,False,False,False,False,True,True,False
Standard Class,Consumer,San Diego,California,West,Technology,Copiers,1199.976,3,0.2,434.9913,False,False,False,False,True,False,True
Standard Class,Consumer,San Diego,California,West,Technology,Phones,445.96,5,0.2,55.745,False,False,False,False,True,False,True
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,327.76,8,0.0,91.7728,False,False,False,False,True,False,False
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,11.632,2,0.2,1.0178,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,143.982,3,0.4,-28.7964,False,False,True,False,False,False,True
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,494.376,4,0.4,-115.3544,False,False,True,False,False,False,True
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,5.84,2,0.2,0.73,False,False,True,False,False,True,False
Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Storage,142.776,1,0.2,17.847,False,False,False,True,False,True,False
Standard Class,Consumer,Tampa,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408,False,False,False,True,False,False,False
Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,7.218,3,0.7,-5.5338,False,False,False,True,False,True,False
Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,43.188,4,0.7,-31.6712,False,False,False,True,False,True,False
Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Paper,131.904,3,0.2,47.8152,False,False,False,True,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.282,2,0.7,-2.6256,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,21.168,9,0.2,2.3814,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,55.188,2,0.4,-10.1178,False,False,True,False,False,False,True
First Class,Corporate,Dallas,Texas,Central,Technology,Phones,369.576,3,0.2,41.5773,True,False,False,False,False,False,True
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Labels,15.712,4,0.2,5.6956,True,False,False,False,False,True,False
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.448,2,0.2,2.64,True,False,True,False,False,True,False
Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,728.946,9,0.4,-157.9383,True,False,True,False,False,False,True
Second Class,Consumer,Grove City,Ohio,East,Technology,Phones,119.94,10,0.4,15.992,False,False,True,False,False,False,True
Second Class,Consumer,Grove City,Ohio,East,Office Supplies,Binders,3.648,2,0.7,-2.7968,False,False,True,False,False,True,False
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,40.48,2,0.0,15.7872,True,False,True,False,False,False,False
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.94,2,0.0,3.0814,True,False,True,False,False,False,False
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,107.424,9,0.2,33.57,True,False,True,False,False,True,False
Second Class,Corporate,New York City,New York,East,Technology,Phones,37.91,1,0.0,10.9939,True,False,True,False,False,False,True
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,88.02,3,0.0,27.2862,True,False,True,False,False,False,False
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.69,5,0.8,-14.773,False,False,False,False,False,True,False
Standard Class,Corporate,Dearborn,Michigan,Central,Furniture,Chairs,301.96,2,0.0,87.5684,True,False,False,False,False,False,False
Standard Class,Corporate,Dearborn,Michigan,Central,Office Supplies,Appliances,555.21,5,0.1,178.901,True,False,False,False,False,True,False
Standard Class,Corporate,Dearborn,Michigan,Central,Office Supplies,Storage,523.48,4,0.0,130.87,True,False,False,False,False,True,False
Standard Class,Corporate,Dearborn,Michigan,Central,Office Supplies,Art,161.82,9,0.0,46.9278,True,False,False,False,False,True,False
Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,35.56,7,0.0,12.0904,False,True,True,False,False,False,False
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,97.16,2,0.0,28.1764,False,False,False,False,True,True,False
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,15.24,5,0.2,5.1435,False,False,False,False,True,True,False
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,13.23,3,0.0,6.0858,False,False,False,False,True,True,False
Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Storage,243.384,3,0.2,-51.7191,False,False,False,False,True,True,False
Second Class,Consumer,Aurora,Colorado,West,Technology,Accessories,119.8,5,0.2,29.95,False,False,False,False,True,False,True
Second Class,Consumer,Aurora,Colorado,West,Technology,Phones,300.768,4,0.2,30.0768,False,False,False,False,True,False,True
Second Class,Consumer,Miami,Florida,South,Technology,Accessories,17.88,3,0.2,2.4585,False,False,False,True,False,False,True
Second Class,Consumer,Miami,Florida,South,Office Supplies,Labels,235.944,3,0.2,85.5297,False,False,False,True,False,True,False
Second Class,Corporate,Warner Robins,Georgia,South,Furniture,Chairs,392.94,3,0.0,43.2234,True,False,False,True,False,False,False
Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,18.882,3,0.7,-13.8468,False,False,False,False,True,True,False
Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Appliances,122.328,3,0.2,12.2328,False,False,False,False,True,True,False
Standard Class,Home Office,Vallejo,California,West,Furniture,Furnishings,1049.2,5,0.0,272.792,False,True,False,False,True,False,False
Standard Class,Home Office,Vallejo,California,West,Office Supplies,Binders,15.424,4,0.2,5.0128,False,True,False,False,True,True,False
Standard Class,Corporate,Minneapolis,Minnesota,Central,Furniture,Furnishings,18.84,3,0.0,6.0288,True,False,False,False,False,False,False
Second Class,Consumer,Mission Viejo,California,West,Office Supplies,Storage,330.4,2,0.0,85.904,False,False,False,False,True,True,False
Second Class,Consumer,Mission Viejo,California,West,Office Supplies,Labels,26.25,7,0.0,12.6,False,False,False,False,True,True,False
Standard Class,Consumer,Rochester Hills,Michigan,Central,Technology,Accessories,132.52,4,0.0,54.3332,False,False,False,False,False,False,True
Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Paper,6.48,1,0.0,3.1752,False,True,True,False,False,True,False
Standard Class,Home Office,Columbus,Indiana,Central,Office Supplies,Appliances,209.3,2,0.0,56.511,False,True,False,False,False,True,False
Standard Class,Corporate,Sierra Vista,Arizona,West,Office Supplies,Fasteners,31.56,5,0.2,9.8625,True,False,False,False,True,True,False
Standard Class,Corporate,Sierra Vista,Arizona,West,Office Supplies,Appliances,30.144,2,0.2,3.0144,True,False,False,False,True,True,False
Second Class,Corporate,Vancouver,Washington,West,Furniture,Furnishings,14.8,4,0.0,6.068,True,False,False,False,True,False,False
Second Class,Corporate,Vancouver,Washington,West,Technology,Phones,302.376,3,0.2,22.6782,True,False,False,False,True,False,True
Second Class,Corporate,Vancouver,Washington,West,Technology,Accessories,316.0,4,0.0,31.6,True,False,False,False,True,False,True
Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,379.4,10,0.0,178.318,False,True,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,97.82,2,0.0,45.9754,True,False,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,103.12,8,0.0,10.312,True,False,True,False,False,False,True
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,113.552,2,0.2,8.5164,False,False,True,False,False,True,False
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,3.318,2,0.7,-2.6544,False,False,True,False,False,True,False
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,134.288,2,0.2,45.3222,False,False,True,False,False,True,False
Same Day,Home Office,Aurora,Illinois,Central,Furniture,Chairs,701.372,2,0.3,-50.098,False,True,False,False,False,False,False
Same Day,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,2.308,2,0.8,-3.462,False,True,False,False,False,True,False
Standard Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,999.432,7,0.2,124.929,False,False,False,False,False,True,False
Standard Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,724.08,14,0.2,-135.765,False,False,False,False,False,True,False
Standard Class,Consumer,Arlington,Texas,Central,Furniture,Tables,918.785,5,0.3,-118.1295,False,False,False,False,False,False,False
Standard Class,Consumer,Arlington,Texas,Central,Office Supplies,Binders,2.724,3,0.8,-4.2222,False,False,False,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,459.95,5,0.0,18.398,True,False,True,False,False,True,False
Same Day,Consumer,Louisville,Kentucky,South,Office Supplies,Fasteners,10.74,3,0.0,5.2626,False,False,False,True,False,True,False
Second Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.76,3,0.2,2.079,True,False,False,False,False,True,False
Second Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,85.056,3,0.2,28.7064,True,False,False,False,False,True,False
Second Class,Corporate,Dallas,Texas,Central,Technology,Phones,381.576,3,0.2,28.6182,True,False,False,False,False,False,True
First Class,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,30.36,5,0.2,8.7285,False,False,True,False,False,False,False
Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,False,True,False,False,False,False,False
Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Tables,108.925,1,0.5,-71.8905,False,True,False,False,False,False,False
