Month,Reporting Status,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Gross Floor Area - Buildings (sq ft),Year Built,Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Gross Floor Area - Buildings (sq ft)_log,Gross Floor Area - Buildings (sq ft)_sqrt,# of Buildings_log,# of Buildings_sqrt,Electricity Use (kBtu)_log,Electricity Use (kBtu)_sqrt,Natural Gas Use (kBtu)_log,Natural Gas Use (kBtu)_sqrt,Site EUI (kBtu/sq ft)_log,Site EUI (kBtu/sq ft)_sqrt,Source EUI (kBtu/sq ft)_log,Source EUI (kBtu/sq ft)_sqrt,Weather Normalized Site EUI (kBtu/sq ft)_log,Weather Normalized Site EUI (kBtu/sq ft)_sqrt,Weather Normalized Source EUI (kBtu/sq ft)_log,Weather Normalized Source EUI (kBtu/sq ft)_sqrt,Total GHG Emissions (Metric Tons CO2e)_log,Total GHG Emissions (Metric Tons CO2e)_sqrt,GHG Intensity (kg CO2e/sq ft)_sqrt,Reporting Status_Not Submitted,Reporting Status_Submitted Data
May,Submitted Data,4.0,False,NEAR WEST SIDE,100200.0,2006.0,41.3,65.0,43.0,347.3,3.5,41.873993,-87.65168,"(41.87399385, -87.651678)",11.514934,316.54382,0.6931472,1.0,14.028333,1112.2786970898974,14.881244,1703.8087920890653,3.744787,6.4265075,4.189655,8.062258,3.7841897,6.5574384,4.2091603,8.142481,5.853064,18.635986,1.8708287,False,True
May,Submitted Data,2.0,False,HYDE PARK,53092.0,1926.0,57.2,125.2,59.6,364.8,6.9,41.802242,-87.603325,"(41.80224043, -87.60332678)",10.879801,230.417,0.6931472,1.0,14.497774,1406.538019393717,13.8699045,1027.569948957247,4.063885,7.5630684,4.8378677,11.1892805,4.104295,7.7201037,4.886583,11.467345,5.9020867,19.09974,2.626785,False,True
May,Submitted Data,2.0,False,NEAR NORTH SIDE,209374.0,1996.0,190.8,453.0,192.9,5234.3,25.0,41.892933,-87.624886,"(41.89293179, -87.62488221)",12.251883,457.57404,0.6931472,1.0,17.224386,5498.29539948519,16.089445,3117.299119430152,5.256453,13.813037,6.1180973,21.283796,5.2673426,13.8888445,6.1229315,21.335417,8.563179,72.348465,5.0,False,True
May,Submitted Data,4.0,False,Near West Side,93255.0,2014.0,33.9,64.6,34.0,275.6,3.5,41.881203,-87.68664,"(41.8812009, -87.68664)",11.443104,305.37683,0.6931472,1.0,14.07915,1140.9020553930122,14.125982,1167.9327035407478,3.552487,5.8223705,4.1835756,8.037413,3.5553482,5.8309517,4.1866198,8.049845,5.6225724,16.601204,1.8708287,False,True
May,Submitted Data,1.0,False,LOOP,405149.0,2007.0,73.9,155.6,76.9,2469.7,8.5,41.87406,-87.63331,"(41.8740597, -87.63330942)",12.912013,636.5132,0.6931472,1.0,16.374342,3594.5401096663254,15.959293,2920.8984576667503,4.316154,8.596511,5.0536947,12.473973,4.355426,8.769264,5.0925226,12.720063,7.812257,49.696075,2.9154758,False,True
May,Submitted Data,4.0,False,NEAR NORTH SIDE,1945838.0,1926.0,55.0,98.6,57.2,8773.2,5.3,41.89466,-87.61676,"(41.89466069, -87.61675768)",14.481204,1394.933,0.6931472,1.0,17.465652,6203.232350960264,17.768816,7218.539325930143,4.0253515,7.4161983,4.601162,9.929753,4.063885,7.5630684,4.623992,10.044899,9.079571,93.66536,2.302173,False,True
May,Submitted Data,4.0,False,ROGERS PARK,59712.0,2007.0,60.2,110.4,63.4,356.8,6.0,42.01036,-87.6683,"(42.01036185, -87.66829765)",10.997305,244.36038,0.6931472,1.0,14.29212,1269.0957016710756,14.501405,1409.0936448653797,4.114147,7.758866,4.713127,10.50714,4.1651134,7.962412,4.7484045,10.695793,5.8799744,18.88915,2.4494898,False,True
May,Not Submitted,0.0,False,NEAR NORTH SIDE,164122.0,1975.8,193.34,504.54,195.76,4420.14,28.02,41.90375,-87.63559,"(41.9037528, -87.63558845)",12.008371,405.11972,0.6931472,1.0,17.124409,5230.195460974666,15.471755,2289.0166666059904,5.269609,13.9046755,6.225627,22.461967,5.281985,13.9914255,6.234058,22.55704,8.394153,66.48413,5.293392,True,False
May,Submitted Data,2.0,False,NEAR NORTH SIDE,428547.0,1965.0,83.9,129.2,88.4,2945.0,6.9,41.898685,-87.619675,"(41.89868452, -87.61967438)",12.968158,654.635,0.6931472,1.0,16.124067,3171.7344939323025,17.069267,5087.965791944753,4.441474,9.159695,4.869072,11.366618,4.4931207,9.402127,4.904534,11.571517,7.9882035,54.267853,2.626785,False,True
May,Submitted Data,0.0,False,DOUGLAS,107500.0,1941.2,99.08,161.18,102.44,760.04,8.68,41.845505,-87.630554,"(41.84550365, -87.63055693)",11.585256,327.87192,0.6931472,1.0,14.812218,1646.0084446927967,15.614496,2458.3560319856037,4.60597,9.953894,5.088707,12.695668,4.638992,10.121264,5.109696,12.830433,6.634686,27.568823,2.946184,False,True
May,Submitted Data,1.5,False,AVONDALE,250000.0,1924.0,71.5,116.0,74.7,1551.1,6.2,41.94672,-87.70319,"(41.94672055, -87.70319673)",12.42922,500.0,0.6931472,1.0,15.581242,2417.8173628295417,16.30262,3467.9193185539943,4.2835865,8.455768,4.762174,10.770329,4.326778,8.642916,4.7908196,10.927031,7.347364,39.384007,2.48998,False,True
May,Submitted Data,1.0,False,AUSTIN,60000.0,1996.0,101.0,156.5,106.4,500.1,8.3,41.880394,-87.75827,"(41.88039405, -87.75826967)",11.002116,244.94897,0.6931472,1.0,14.363704,1315.3413245237907,15.281286,2081.081521709325,4.624973,10.049875,5.0594254,12.509996,4.6765604,10.315038,5.0949764,12.735776,6.2168055,22.362915,2.8809721,False,True
May,Submitted Data,1.0,False,NEAR NORTH SIDE,383216.0,1963.0,115.2,165.2,121.3,2733.0,8.7,41.905403,-87.63189,"(41.90540203, -87.63189208)",12.856357,619.04443,0.6931472,1.0,15.884572,2813.7855817385944,17.154497,5309.476132350535,4.755313,10.733127,5.113192,12.853015,4.806477,11.013628,5.144,13.053735,7.913521,52.278103,2.9495761,False,True
May,Submitted Data,4.0,False,HYDE PARK,52272.0,1905.0,48.3,60.8,51.2,165.1,3.2,41.802242,-87.603325,"(41.80224043, -87.60332678)",10.864235,228.6307,0.6931472,1.0,12.613802,548.3421377206023,14.615507,1491.8220403251858,3.8979242,6.94982,4.1239033,7.7974353,3.9550824,7.1554174,4.1728477,7.9937477,5.11259,12.849125,1.7888544,False,True
May,Submitted Data,2.5,False,NEAR NORTH SIDE,558894.0,2013.0,66.2,127.0,67.2,3120.7,6.9,41.890022,-87.63035,"(41.890021, -87.630345)",13.233717,747.59216,0.6931472,1.0,16.514643,3855.752948517319,16.52816,3881.90111929709,4.207673,8.136338,4.8520303,11.269427,4.2224445,8.19756,4.860587,11.318127,8.046133,55.863224,2.626785,False,True
May,Submitted Data,4.0,False,NORTH CENTER,90000.0,2002.0,55.5,99.1,59.0,401.4,5.4,41.94672,-87.70319,"(41.94672055, -87.70319673)",11.407576,300.0,0.6931472,1.0,14.376657,1323.8880239657733,14.694103,1551.6150295740242,4.0342407,7.4498324,4.6061697,9.954898,4.0943446,7.6811457,4.643429,10.143964,5.9974465,20.03497,2.32379,False,True
May,Submitted Data,2.0,False,LOGAN SQUARE,60000.0,2005.0,82.6,118.1,87.1,374.0,6.2,41.92075,-87.70153,"(41.92075046, -87.70152825)",11.002116,244.94897,0.6931472,1.0,13.888189,1037.0072323759366,15.171802,1970.220419140965,4.4260435,9.088454,4.7799635,10.867382,4.4784727,9.332738,4.8146205,11.058933,5.926926,19.339079,2.48998,False,True
May,Submitted Data,4.0,False,NEAR SOUTH SIDE,122812.0,2000.0,70.0,105.7,73.1,689.3,5.6,41.861588,-87.626175,"(41.86158784, -87.62617691)",11.718418,350.44543,0.6931472,1.0,14.630566,1503.096869799149,15.662271,2517.7854753731503,4.26268,8.3666,4.670021,10.281051,4.3054156,8.549853,4.6950107,10.411532,6.537126,26.254524,2.366432,False,True
May,Submitted Data,3.5,False,NEAR NORTH SIDE,329942.0,2010.0,63.6,123.4,65.9,1717.5,6.7,41.894,-87.63453,"(41.894001, -87.634532)",12.706676,574.40576,0.6931472,1.0,15.930576,2879.2584635631447,15.892054,2824.330433925889,4.1682143,7.974961,4.823502,11.108555,4.203199,8.117882,4.8481164,11.247222,7.4492073,41.44273,2.588436,False,True
May,Submitted Data,1.0,False,JEFFERSON PARK,60000.0,2004.0,110.1,160.6,120.1,509.8,8.5,41.972004,-87.75757,"(41.97200414, -87.75756578)",11.002116,244.94897,0.6931472,1.0,14.249863,1242.5621513630615,15.437174,2249.777766802757,4.7104306,10.492855,5.085124,12.672806,4.7966166,10.959015,5.1387353,13.019217,6.235978,22.57875,2.9154758,False,True
May,Submitted Data,0.0,False,NEAR SOUTH SIDE,205265.0,1994.0,86.64,166.92,89.2,2126.12,9.08,41.856354,-87.621864,"(41.85635481, -87.62186424)",12.232062,453.0618,0.6931472,1.0,16.301853,3466.5897940194773,15.949846,2907.133884085836,4.4732375,9.308061,5.1234875,12.919752,4.5020294,9.444575,5.139556,13.024592,7.662524,46.109867,3.0133038,False,True
May,Exempt,3.1,True,NEAR WEST SIDE,61600.0,1937.2,89.86,135.96,94.48,454.52,7.24,41.88416,-87.684784,"(41.88416052, -87.68478473)",11.028434,248.19347,0.6931472,1.0,14.29309,1269.710762339203,15.379023,2185.3064132976865,4.50932,9.479451,4.9196887,11.660189,4.5589166,9.720082,4.962845,11.916375,6.1214395,21.319475,2.6907248,False,False
May,Submitted Data,1.5,False,LINCOLN PARK,133560.0,1925.0,94.2,124.1,98.8,865.9,6.5,41.922012,-87.65462,"(41.92201051, -87.65461957)",11.802314,365.45862,0.6931472,1.0,14.4674635,1385.382329900306,16.182215,3265.301241845842,4.5559797,9.705668,4.8291135,11.1400175,4.603168,9.939819,4.8598123,11.313708,6.7649236,29.426178,2.5495098,False,True
May,Submitted Data,3.5,False,LINCOLN SQUARE,62200.0,1948.0,78.2,104.9,86.0,286.7,5.5,41.973984,-87.69172,"(41.973985, -87.69171958)",11.038126,249.39928,0.6931472,1.0,13.428054,823.8809986885242,15.040155,1844.709977205089,4.3719764,8.843077,4.662495,10.24207,4.465908,9.273619,4.7326837,10.611315,5.661918,16.932219,2.345208,False,True
May,Submitted Data,3.5,False,LAKE VIEW,117262.0,1978.0,65.9,100.0,68.6,511.1,5.3,41.922012,-87.65462,"(41.92201051, -87.65461957)",11.672174,342.4354,0.6931472,1.0,14.339699,1299.6486832986827,15.354326,2158.486993243184,4.203199,8.117882,4.6151204,10.0,4.2427645,8.282512,4.6395717,10.1242285,6.23852,22.607521,2.302173,False,True
May,Submitted Data,3.5,False,WEST RIDGE,125600.0,1963.0,63.3,89.8,68.5,594.5,4.7,42.0088,-87.69503,"(42.00880199, -87.69502812)",11.740866,354.4009,0.6931472,1.0,14.328258,1292.2346149209902,15.6538515,2507.2096641485728,4.1635594,7.9561296,4.5086594,9.476286,4.241327,8.276473,4.5559797,9.705668,6.3894014,24.38237,2.1679482,False,True
May,Submitted Data,4.0,False,NEAR NORTH SIDE,392548.0,2012.0,57.0,97.4,57.0,1665.7,5.2,41.908558,-87.649734,"(41.908557, -87.649735)",12.880417,626.5365,0.6931472,1.0,15.73699,2613.629353982695,16.239298,3359.8403384684816,4.060443,7.5498343,4.5890408,9.8691435,4.060443,7.5498343,4.5890408,9.8691435,7.418601,40.81299,2.280351,False,True
May,Submitted Data,2.0,False,NEAR NORTH SIDE,541240.0,1985.0,51.9,128.4,54.4,3278.1,7.1,41.890778,-87.63643,"(41.890778, -87.636431)",13.20162,735.6901,0.6931472,1.0,16.784485,4412.70320778545,15.319875,2121.623859217274,3.9684033,7.2041655,4.8629084,11.331372,4.01458,7.3756356,4.912655,11.61895,8.0953245,57.254696,2.6645825,False,True
May,Submitted Data,4.0,False,DOUGLAS,148150.0,1950.0,67.1,83.0,70.9,637.3,4.3,41.84347,-87.62873,"(41.84347027, -87.62873308)",11.905988,384.9026,0.6931472,1.0,13.877141,1031.2946717597256,15.998658,2978.9578714711624,4.2209773,8.191459,4.4308167,9.110434,4.275276,8.420214,4.477337,9.327379,6.4588084,25.2448,2.0736442,False,True
May,Submitted Data,1.5,False,SOUTH CHICAGO,139827.0,1925.0,75.6,112.2,80.7,831.1,5.9,41.729813,-87.54926,"(41.7298131, -87.54926203)",11.848168,373.93448,0.6931472,1.0,14.779045,1618.9323951295803,15.888299,2819.0329902290964,4.3385973,8.694826,4.729156,10.59245,4.403054,8.983318,4.774913,10.839742,6.723953,28.828806,2.4289916,False,True
May,Submitted Data,2.5,False,NEAR SOUTH SIDE,51476.0,2004.0,69.7,114.4,73.1,252.7,6.1,41.85617,-87.623856,"(41.85617124, -87.62385318)",10.84889,226.88322,0.6931472,1.0,13.785377,985.0455827016332,14.4604645,1380.5424658444954,4.2584457,8.348653,4.7484045,10.695793,4.3054156,8.549853,4.7791233,10.862781,5.5361524,15.896541,2.4698179,False,True
May,Submitted Data,2.0,False,NEAR NORTH SIDE,121592.0,2007.0,116.8,181.6,124.6,840.3,9.7,41.90375,-87.63559,"(41.9037528, -87.63558845)",11.708435,348.70044,0.6931472,1.0,14.8894,1710.7713172718322,15.792546,2687.248704530342,4.768988,10.8074045,5.207298,13.475904,4.833102,11.162437,5.2496524,13.7659,6.734948,28.987928,3.1144824,False,True
May,Submitted Data,3.0,False,DOUGLAS,63711.0,1957.0,118.7,200.0,125.4,706.8,11.1,41.842323,-87.62715,"(41.842325, -87.62715344)",11.062128,252.41039,0.6931472,1.0,14.640676,1510.713771698663,15.210428,2008.6421532965996,4.7849884,10.894953,5.3033047,14.142136,4.8394513,11.198215,5.3504353,14.481022,6.5621614,26.58571,3.3316662,False,True
May,Submitted Data,1.0,False,DOUGLAS,77300.0,1978.0,70.9,176.0,76.0,631.1,9.7,41.845505,-87.630554,"(41.84550365, -87.63055693)",11.255463,278.02878,0.6931472,1.0,15.139653,1938.8034712162037,13.638329,915.219317977937,4.275276,8.420214,5.17615,13.2664995,4.3438053,8.717798,5.251226,13.776793,6.4490476,25.121704,3.1144824,False,True
May,Not Submitted,0.0,False,NEAR NORTH SIDE,526349.0,1982.4,102.48,144.4,108.18,3281.1,7.6,41.88425,-87.63245,"(41.88425, -87.63245)",13.173721,725.49915,1.0296195,1.3416408,16.019226,3009.75228548796,17.37533,5929.319979559207,4.6393785,10.12324,4.9794884,12.016655,4.692998,10.400962,5.017015,12.245815,8.096239,57.280888,2.7568097,True,False
May,Submitted Data,1.0,False,LINCOLN PARK,227669.0,1971.0,145.3,208.5,153.1,2117.7,11.0,41.92555,-87.64131,"(41.92554767, -87.64131151)",12.335652,477.14673,0.6931472,1.0,15.632497,2480.5810408047546,16.896933,4667.908482393373,4.985659,12.054045,5.3447237,14.439529,5.037602,12.373359,5.378052,14.683324,7.658558,46.018475,3.3166249,False,True
May,Exempt,2.2,True,NEAR NORTH SIDE,207325.0,1993.0,78.1,155.7,81.48,1755.6199999999997,8.5,41.907944,-87.64334,"(41.90794251, -87.64334319)",12.242047,455.32956,0.6931472,1.0,15.981375,2953.3264905865044,16.002243,2984.303040912568,4.3707128,8.83742,5.054333,12.477981,4.4125557,9.026628,5.0878434,12.690154,7.4711466,41.90012,2.9154758,False,False
May,Submitted Data,3.0,False,NEAR SOUTH SIDE,330065.0,2004.0,74.8,126.2,78.3,1838.3,6.8,41.86563,-87.62407,"(41.86563137, -87.62406952)",12.707047,574.5128,0.6931472,1.0,15.815614,2718.421453711694,16.203016,3299.441686103878,4.3280983,8.6487,4.845761,11.233877,4.373238,8.848729,4.882044,11.441154,7.5171404,42.8754,2.607681,False,True
May,Submitted Data,4.0,False,NEAR WEST SIDE,270000.0,2007.0,57.8,98.7,60.4,1433.1,5.3,41.873993,-87.65168,"(41.87399385, -87.651678)",12.506181,519.61523,0.6931472,1.0,15.585295,2422.722641987729,16.091238,3120.095495333436,4.074142,7.602631,4.6021657,9.934788,4.1174097,7.771744,4.6337576,10.094553,7.268293,37.856308,2.302173,False,True
May,Submitted Data,1.0,False,NEAR WEST SIDE,125766.0,2018.0,101.9,178.8,105.5,1133.0,9.6,41.88,-87.65484,"(41.88, -87.6548399)",11.742187,354.635,0.6931472,1.0,15.389209,2196.464295179869,15.783472,2675.08347533306,4.6337576,10.094553,5.191845,13.371612,4.668145,10.271319,5.2127595,13.512957,7.0335064,33.660065,3.0983868,False,True
May,Submitted Data,4.0,False,LAKE VIEW,224511.0,1952.0,76.9,107.8,81.2,1091.5,5.7,41.93985,-87.65845,"(41.9398511, -87.65844752)",12.321685,473.82593,0.6931472,1.0,14.906416,1725.3888257433453,16.283754,3435.3603013366737,4.355426,8.769264,4.6895113,10.382678,4.4091554,9.011105,4.7309213,10.601887,6.996224,33.037857,2.3874674,False,True
May,Submitted Data,3.0,False,LAKE VIEW,71532.0,1917.0,77.2,97.5,80.7,362.4,5.1,41.93985,-87.65845,"(41.9398511, -87.65844752)",11.177915,267.45468,0.6931472,1.0,13.41703,819.3523662015019,15.394572,2202.362345301063,4.3592696,8.786353,4.5900564,9.874208,4.403054,8.983318,4.6259527,10.05485,5.895504,19.036806,2.258318,False,True
May,Submitted Data,1.0,False,NEAR WEST SIDE,79368.0,1982.0,233.3,396.6,243.1,1691.6,21.3,41.8736,-87.680275,"(41.87360171, -87.68027426)",11.281863,281.72327,0.6931472,1.0,15.743717,2622.434975361639,16.26998,3411.7810451434307,5.4566026,15.274161,5.9854465,19.914818,5.497578,15.591664,6.0065994,20.127096,7.434021,41.129066,4.6151924,False,True
May,Submitted Data,3.5,False,NEAR WEST SIDE,55148.0,1988.0,75.0,112.2,78.8,328.1,6.0,41.87176,-87.68307,"(41.87176123, -87.68307061)",10.917794,234.83612,0.6931472,1.0,13.86858,1026.8892345331117,14.940308,1754.8760639999623,4.3307333,8.6602545,4.729156,10.59245,4.3795233,8.876936,4.7638817,10.779611,5.7963614,18.113531,2.4494898,False,True
May,Submitted Data,4.0,False,LINCOLN PARK,268845.0,1899.0,72.9,104.4,80.8,1481.4,5.5,41.91836,-87.64617,"(41.91836118, -87.64617038)",12.501894,518.5026,0.6931472,1.0,15.269251,2068.595417185294,16.544462,3913.669531271132,4.302713,8.53815,4.6577625,10.217632,4.4042773,8.988882,4.7388268,10.644247,7.301418,38.48896,2.345208,False,True
May,Submitted Data,4.0,False,LINCOLN PARK,88635.0,1998.0,113.2,214.9,116.4,1034.0,11.7,41.924816,-87.653244,"(41.92481459, -87.6532449)",11.392293,297.7163,0.6931472,1.0,15.398258,2206.425321645852,15.456922,2272.1017582846066,4.7379513,10.639549,5.3748155,14.659468,4.765587,10.788883,5.392263,14.788509,6.942157,32.15587,3.4205263,False,True
May,Submitted Data,1.0,False,KENWOOD,59310.0,1950.0,127.7,183.7,134.5,575.5,9.7,41.802242,-87.603325,"(41.80224043, -87.60332678)",10.99055,243.53644,0.6931472,1.0,14.33628,1297.4283795262072,15.588546,2426.664377288297,4.8574843,11.300443,5.218733,13.553597,4.908972,11.597413,5.256974,13.816657,6.3569756,23.98958,3.1144824,False,True
May,Not Submitted,0.0,False,LOGAN SQUARE,45108.0,1933.4,77.86,132.28,81.3,354.98,7.16,41.914185,-87.71345,"(41.91418349, -87.71344961)",10.716837,212.38644,0.6931472,1.0,14.146994,1180.267537467671,14.721031,1572.6472522469876,4.3676744,8.823832,4.8924522,11.501305,4.4103713,9.016651,4.9188123,11.655042,5.8748746,18.840914,2.6758177,True,False
May,Submitted Data,2.5,False,LOOP,312000.0,2008.0,70.1,111.8,72.5,1862.6,6.0,41.871372,-87.62709,"(41.87137219, -87.62708742)",12.650762,558.5696,0.6931472,1.0,15.733634,2609.246807030718,16.52779,3881.1825646315583,4.264087,8.372574,4.7256165,10.573552,4.2972856,8.514693,4.752728,10.719142,7.5302653,43.15785,2.4494898,False,True
May,Not Submitted,0.0,False,KENWOOD,80380.0,1941.2,47.52,82.0,49.64,350.94,4.4,41.802242,-87.603325,"(41.80224043, -87.60332678)",11.294533,283.51367,0.78845733,1.0954452,14.186896,1204.051934095868,14.305725,1277.7581696080051,3.8819761,6.893475,4.4188404,9.055386,3.9247417,7.045566,4.4464087,9.182592,5.8634605,18.733393,2.0976176,True,False
May,Submitted Data,1.0,False,NEAR NORTH SIDE,383962.0,1974.0,95.2,200.2,100.1,3392.5,11.0,41.91064,-87.62728,"(41.91063947, -87.62728476)",12.858301,619.64667,0.6931472,1.0,16.691143,4211.48713639256,16.279795,3428.56480177931,4.566429,9.757049,5.3042994,14.149205,4.6161103,10.004999,5.3612924,14.56022,8.129617,58.24517,3.3166249,False,True
May,Submitted Data,1.0,False,LOOP,337117.0,1912.0,682.2,1898.4,682.7,18979.0,105.8,41.8743,-87.62995,"(41.87429714, -87.62995134)",12.7281885,580.6178,0.6931472,1.0,18.61297,11009.183430209529,13.987669,1089.892196503856,6.5267878,26.11896,7.5492935,43.570633,6.527519,26.128529,7.5496616,43.578663,9.851141,137.7643,10.2859125,False,True
May,Submitted Data,1.0,False,LINCOLN PARK,239794.0,2000.0,105.7,202.1,110.1,2556.5,11.0,41.923145,-87.637344,"(41.92314564, -87.63734144)",12.38754,489.68765,1.0986123,1.4142135,16.310402,3481.4379500430564,16.342642,3538.013609357657,4.670021,10.281051,5.3136983,14.216188,4.7104306,10.492855,5.337057,14.384019,7.8467855,50.561844,3.3166249,False,True
May,Submitted Data,3.0,False,ENGLEWOOD,65017.0,1963.0,84.0,115.4,88.4,394.1,6.1,41.773224,-87.63687,"(41.773223, -87.636873)",11.082419,254.98431,0.6931472,1.0,13.82675,1005.635072976276,15.307983,2109.0472256447933,4.4426513,9.165152,4.7570324,10.742439,4.4931207,9.402127,4.7957907,10.954452,5.979139,19.851952,2.4698179,False,True
May,Submitted Data,4.0,False,LINCOLN PARK,88788.0,1917.0,68.9,76.0,72.2,343.8,3.9,41.922012,-87.65462,"(41.92201051, -87.65461957)",11.394018,297.97314,0.6931472,1.0,12.130007,430.5230539704,15.595255,2434.8176728453404,4.2470655,8.300602,4.3438053,8.717798,4.2931952,8.497058,4.38577,8.905055,5.8429646,18.541845,1.9748417,False,True
May,Submitted Data,4.0,False,LINCOLN PARK,93247.0,1970.0,66.5,93.6,69.6,459.8,4.9,41.922012,-87.65462,"(41.92201051, -87.65461957)",11.443018,305.3637,0.6931472,1.0,14.053301,1126.2513041057932,15.41073,2220.2283215921734,4.2121277,8.154754,4.5496573,9.674709,4.25703,8.342662,4.5808773,9.82853,6.132964,21.442947,2.2135944,False,True
May,Submitted Data,4.0,False,HERMOSA,188084.0,1918.0,55.7,79.4,60.3,788.3,4.2,41.92724,-87.736046,"(41.92723729, -87.73604506)",12.1446495,433.68652,0.6931472,1.0,14.625684,1499.43202580177,15.924009,2869.820517035865,4.037774,7.4632435,4.3870144,8.910667,4.11578,7.7653074,4.4450016,9.176056,6.6711464,28.076681,2.04939,False,True
May,Submitted Data,3.5,False,WEST TOWN,94414.0,1879.0,80.2,108.8,88.7,538.5,5.7,41.891315,-87.66548,"(41.89131447, -87.6654786)",11.455455,307.26862,0.6931472,1.0,14.095386,1150.2017214384614,15.648263,2500.213990841584,4.3969154,8.955445,4.6986604,10.430724,4.496471,9.418068,4.7757564,10.844354,6.2906427,23.205603,2.3874674,False,True
May,Submitted Data,4.0,False,LOWER WEST SIDE,123500.0,1951.0,88.7,131.8,92.0,862.5,7.0,41.859146,-87.65603,"(41.85914429, -87.65602559)",11.724005,351.42566,0.6931472,1.0,14.819052,1651.6430304396893,15.922498,2867.652297612108,4.496471,9.418068,4.888844,11.480418,4.5325994,9.591663,4.90305,11.562872,6.760994,29.368351,2.6457512,False,True
May,Submitted Data,3.0,False,Near West Side,935000.0,2016.0,77.4,160.3,79.4,4774.4,8.8,41.87687,-87.68381,"(41.8768705, -87.68381102)",13.748302,966.954,0.6931472,1.0,17.01884,4961.287212004562,16.681265,4190.739815354802,4.361824,8.797727,5.083266,12.660964,4.3870144,8.910667,5.096813,12.747549,8.471233,69.09703,2.9664793,False,True
May,Submitted Data,1.0,False,LINCOLN PARK,131000.0,1984.0,246.2,431.6,258.5,3046.7,23.3,41.925262,-87.66147,"(41.92526123, -87.66146616)",11.78296,361.9392,0.6931472,1.0,16.376709,3598.7957985970806,16.775854,4393.700035277784,5.5101976,15.690762,6.0698137,20.774984,5.558757,16.077934,6.098973,21.080797,8.022142,55.19692,4.8270073,False,True
May,Submitted Data,4.0,False,WOODLAWN,93852.0,2001.0,98.5,199.0,100.8,1038.3,11.1,41.78575,-87.59031,"(41.78575242, -87.59031146)",11.449485,306.35275,0.6931472,1.0,15.37064,2176.166147149615,15.453226,2267.9071806403363,4.6001577,9.924717,5.2983174,14.106736,4.62301,10.03992,5.3166485,14.237275,6.946303,32.222664,3.3316662,False,True
May,Submitted Data,1.0,False,NEAR NORTH SIDE,120728.0,1988.0,104.3,154.4,109.6,987.9,8.2,41.90375,-87.63559,"(41.9037528, -87.63558845)",11.7013035,347.45935,0.6931472,1.0,14.945971,1759.8521244695532,16.066612,3081.9141130148323,4.6568136,10.212737,5.0460024,12.425779,4.70592,10.469002,5.076423,12.617448,6.896593,31.430876,2.8635643,False,True
May,Submitted Data,3.0,False,IRVING PARK,50560.0,1906.0,68.2,127.4,73.7,349.0,6.9,41.950485,-87.73013,"(41.95048333, -87.73013022)",10.8309355,224.85551,0.6931472,1.0,14.292969,1269.634120524492,14.422277,1354.4333870663409,4.237001,8.258329,4.85515,11.287161,4.31348,8.58487,4.899331,11.54123,5.857933,18.681541,2.626785,False,True
May,Submitted Data,3.5,False,HYDE PARK,191459.0,1928.0,87.2,105.6,91.8,1044.6,5.5,41.78926,-87.591194,"(41.78926257, -87.59119396)",12.162435,437.56027,0.6931472,1.0,14.241318,1237.2649271679852,16.53481,3894.826106516182,4.479607,9.338094,4.6690836,10.276186,4.5304465,9.581232,4.7122293,10.50238,6.9523463,32.32027,2.345208,False,True
May,Submitted Data,1.0,False,LAKE VIEW,245006.0,1973.0,124.7,167.3,128.6,1905.3,8.8,41.94058,-87.640434,"(41.94057954, -87.6404315)",12.409042,494.9808,0.6931472,1.0,15.324759,2126.8112281065287,16.932575,4751.841685073273,4.833898,11.166916,5.125748,12.93445,4.864453,11.340194,5.1498175,13.091982,7.5529194,43.649742,2.9664793,False,True
May,Submitted Data,2.0,False,UPTOWN,134774.0,1968.0,111.1,143.7,116.7,886.1,7.5,41.963963,-87.65181,"(41.96396119, -87.65181003)",11.811362,367.11578,0.6931472,1.0,14.41964,1352.648402209532,16.240881,3362.501598512631,4.7193913,10.540399,4.974663,11.9874935,4.768139,10.802777,5.015291,12.235195,6.7879577,29.767431,2.738613,False,True
May,Submitted Data,4.0,False,LAKE VIEW,287104.0,1928.0,65.1,88.7,68.3,1185.8,4.7,41.94137,-87.63997,"(41.9413697, -87.63997004)",12.567603,535.82086,0.6931472,1.0,14.897797,1717.9689752728366,16.429483,3695.021948513973,4.191169,8.068457,4.496471,9.418068,4.238445,8.264381,4.52396,9.54987,7.0790157,34.435448,2.1679482,False,True
May,Submitted Data,1.5,False,NEAR WEST SIDE,594410.0,2002.0,65.0,134.5,67.9,3599.6,7.3,41.887436,-87.63948,"(41.88743729, -87.63948358)",13.295326,770.9799,0.6931472,1.0,16.735113,4305.103343707327,16.404171,3648.551685258138,4.189655,8.062258,4.908972,11.597413,4.232656,8.240146,4.9480505,11.827933,8.188856,59.996666,2.7018511,False,True
